serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
115,Pigi,,T,H,74.23,33.77081181,35.22609562,63.70%,0.00%,9.90%,0.00%,26.40%,83.50,49.01%,0.00%,9.70%,0.00%,41.29%,68.40,50.95%,0.00%,7.69%,1.49%,39.87%,70.79
113,Peristeronopigi,,T,H,238.23,33.75928264,35.21995757,0.00%,0.00%,36.37%,63.63%,0.00%,263.63,0.00%,0.00%,29.58%,63.82%,6.60%,250.62,5.69%,0.00%,23.30%,49.38%,21.63%,200.43
144,Sinta,Siradash,Ν,R,200.98,33.70181821,35.1573008,0.00%,0.00%,35.17%,64.83%,0.00%,264.83,2.33%,0.00%,24.71%,52.06%,20.90%,207.92,18.66%,0.00%,13.10%,28.44%,39.80%,130.19
100,Marathovounos,Alonia tou Pishia,N,H-R,226.22,33.61775102,35.22219124,0.00%,0.00%,26.43%,73.57%,0.00%,273.57,1.35%,0.00%,23.03%,66.90%,8.72%,248.11,15.20%,0.00%,14.19%,37.80%,32.81%,156.98
99,Maratha,Vrysin,N,R,98.63,33.77639071,35.21044419,0.00%,0.00%,24.14%,35.55%,40.31%,154.94,5.53%,0.00%,17.89%,11.61%,64.97%,76.13,35.13%,0.00%,8.79%,4.04%,52.04%,64.83
1,Achna,,N,R,48.98,33.80764393,35.04779183,17.60%,0.00%,32.04%,0.00%,50.36%,81.69,6.78%,0.00%,11.63%,0.01%,81.59%,30.05,5.53%,0.00%,11.74%,2.07%,80.66%,35.21
150,Trikomo,,T,R,241.43,33.89186266,35.28603545,0.00%,0.00%,38.00%,62.00%,0.00%,262.00,0.97%,0.00%,37.85%,61.18%,0.00%,260.21,9.95%,0.00%,24.97%,47.40%,17.68%,202.08
159,Trikomo,,T,R,241.43,33.89186266,35.28603545,0.00%,0.00%,38.00%,62.00%,0.00%,262.00,0.97%,0.00%,37.85%,61.18%,0.00%,260.21,9.95%,0.00%,24.97%,47.40%,17.68%,202.08
60,Flamoudi,Spilios (tou Tsiali),T,H,20.79,33.86337612,35.41297417,0.00%,0.00%,15.14%,0.00%,84.86%,30.28,0.00%,0.00%,8.63%,0.00%,91.37%,17.25,0.00%,0.00%,7.42%,0.00%,92.58%,14.84
61,Flamoudi,Varkes,N,H-R,23.91,33.85196008,35.40500586,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,18.82%,0.00%,4.74%,0.00%,76.44%,28.30,33.99%,0.00%,4.73%,0.00%,61.29%,43.44
170,Agios Epiktitos,Chrysochorafon,T,H-R,178.27,33.404711,35.315358,0.00%,0.00%,28.34%,59.62%,12.04%,235.54,0.58%,0.00%,23.85%,36.40%,39.18%,157.46,24.29%,0.00%,19.55%,26.14%,30.02%,141.82
171,Agios Epiktitos,Chrysochorafon,T,H-R,178.27,33.404711,35.315358,0.00%,0.00%,28.34%,59.62%,12.04%,235.54,0.58%,0.00%,23.85%,36.40%,39.18%,157.46,24.29%,0.00%,19.55%,26.14%,30.02%,141.82
62,Flamoudi,Trachonas,N,H,100.24,33.86571446,35.39278857,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,97.76%,0.00%,1.34%,0.09%,0.81%,100.71
282,Athienou,Malloura,T,R,12.47,33.52582031,35.01993118,0.00%,0.00%,8.40%,0.00%,91.60%,16.81,0.00%,0.00%,5.82%,0.00%,94.18%,11.64,0.00%,0.00%,4.48%,0.00%,95.52%,8.97
290,Kofinou,,T,H,85.83,33.38398777,34.82401831,93.75%,0.00%,0.12%,0.00%,6.13%,93.99,43.50%,0.00%,7.68%,7.82%,41.00%,82.32,39.36%,0.00%,8.57%,8.23%,43.84%,81.17
349,Xylotymbou,,T,H,131.84,33.73624738,35.01245588,0.21%,0.00%,22.89%,18.63%,58.27%,101.89,26.91%,0.00%,25.17%,22.62%,25.30%,145.10,47.88%,0.00%,18.10%,21.48%,12.54%,148.52
343,Tersefanou,Kaminia,T,H-R,90.79,33.54754077,34.85935048,0.00%,0.00%,25.36%,0.13%,74.51%,51.11,25.47%,0.00%,19.25%,9.52%,45.76%,92.54,41.18%,0.00%,19.26%,16.33%,23.22%,128.71
344,Tremetousia,Kafkalla,N,H,22.18,33.58817755,35.10235877,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,21.69%,0.00%,3.25%,0.00%,75.06%,28.19,32.19%,0.00%,3.08%,0.00%,64.72%,38.36
494,Lemesos,Vouppia,N,R,137.49,33.00839546,34.69992882,5.14%,0.00%,29.21%,8.04%,57.61%,87.68,2.46%,0.00%,36.75%,27.73%,33.05%,159.16,0.92%,0.00%,36.68%,30.45%,31.95%,165.63
351,Agios Georgios Silikou,Alis,T,H-R,85.37,32.89925564,34.81422096,0.00%,0.00%,39.36%,19.86%,40.78%,138.31,0.61%,0.00%,23.83%,7.20%,68.36%,69.87,3.53%,0.00%,18.44%,2.51%,75.52%,47.93
352,Agios Georgios Silikou,Alis,T,H-R,85.37,32.89925564,34.81422096,0.00%,0.00%,39.36%,19.86%,40.78%,138.31,0.61%,0.00%,23.83%,7.20%,68.36%,69.87,3.53%,0.00%,18.44%,2.51%,75.52%,47.93
353,Agios Georgios Silikou,Alis,T,H-R,85.37,32.89925564,34.81422096,0.00%,0.00%,39.36%,19.86%,40.78%,138.31,0.61%,0.00%,23.83%,7.20%,68.36%,69.87,3.53%,0.00%,18.44%,2.51%,75.52%,47.93
354,Agios Georgios Silikou,Alis,T,H-R,85.37,32.89925564,34.81422096,0.00%,0.00%,39.36%,19.86%,40.78%,138.31,0.61%,0.00%,23.83%,7.20%,68.36%,69.87,3.53%,0.00%,18.44%,2.51%,75.52%,47.93
355,Agios Georgios Silikou,Alis,T,H-R,85.37,32.89925564,34.81422096,0.00%,0.00%,39.36%,19.86%,40.78%,138.31,0.61%,0.00%,23.83%,7.20%,68.36%,69.87,3.53%,0.00%,18.44%,2.51%,75.52%,47.93
400,Arsos,Pantaros (Platanos),T,R,34.06,32.76068197,34.84026023,0.00%,0.00%,19.26%,0.00%,80.74%,38.52,0.00%,0.00%,15.45%,0.00%,84.55%,30.89,0.00%,0.00%,16.34%,0.03%,83.63%,32.78
393,Alassa,Pano Vouppa,T,H,41.23,32.92367936,34.75978661,0.00%,0.00%,22.34%,0.00%,77.66%,44.68,0.00%,1.17%,15.57%,1.00%,82.26%,34.12,0.00%,0.41%,14.11%,5.56%,79.92%,44.89
463,Kyperounta,,T,R,152.75,32.97327067,34.93911878,0.00%,0.00%,37.27%,35.37%,27.36%,180.65,0.00%,0.00%,36.57%,30.07%,33.37%,163.33,0.01%,0.00%,28.45%,19.13%,52.42%,114.28
529,Sylikou,,T,R,148.07,32.88971487,34.83195196,4.65%,0.00%,48.11%,46.52%,0.72%,240.44,14.53%,0.00%,23.01%,20.89%,41.57%,123.21,13.53%,0.00%,20.01%,9.01%,57.46%,80.57
640,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
641,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
642,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
643,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
644,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
645,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
646,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
647,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
648,Lefkosia,Agioi Omologhites,T,H,147.40,33.3482423,35.15625935,41.69%,0.00%,53.33%,4.98%,0.00%,163.28,33.38%,0.00%,39.96%,6.72%,19.95%,133.45,17.95%,0.00%,42.27%,14.33%,25.45%,145.47
541,Agyia,Tashlik Yaka,N,H,1.00,33.57941047,35.1075339,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,1.24%,0.17%,98.59%,3.00
543,Agia Marina (Skillouras),Kokkinoyia,N,R,84.86,33.11370469,35.24776625,97.09%,0.00%,2.91%,0.00%,0.00%,102.91,73.28%,0.00%,5.68%,0.00%,21.04%,84.64,57.85%,0.00%,4.47%,0.08%,37.59%,67.04
558,Ambelikou,Toumpalin tou Mavrou,T,H,62.12,32.8160968,35.13543356,0.44%,0.00%,21.24%,2.60%,75.71%,50.74,25.77%,0.00%,16.67%,1.55%,56.01%,63.76,34.46%,0.00%,15.42%,2.18%,47.94%,71.85
585,Ambelikou,Toumpalin tou Mavrou,T,H,62.12,32.8160968,35.13543356,0.44%,0.00%,21.24%,2.60%,75.71%,50.74,25.77%,0.00%,16.67%,1.55%,56.01%,63.76,34.46%,0.00%,15.42%,2.18%,47.94%,71.85
613,Karavostasi,,T,H,80.78,32.81133236,35.14184338,0.00%,0.00%,6.63%,11.85%,81.53%,48.79,7.94%,0.00%,16.98%,19.65%,55.42%,100.86,16.91%,0.00%,14.91%,15.32%,52.87%,92.68
626,Kokkina,Kakoskali (Ayia Eleni),Ts,H,37.15,32.61376669,35.18038332,1.21%,0.00%,20.51%,0.58%,77.69%,44.00,4.30%,0.00%,17.43%,0.38%,77.89%,40.31,1.80%,0.00%,12.28%,0.26%,85.66%,27.13
627,Korakou,Avgolemou,T,R,172.31,32.88844482,35.04053812,0.00%,0.00%,30.70%,61.69%,7.61%,246.48,0.90%,0.00%,27.16%,40.18%,31.76%,175.77,1.54%,0.00%,18.89%,18.45%,61.12%,94.67
632,Kyra,Kaminia,N,H,110.20,33.06469513,35.21608824,85.05%,0.00%,14.95%,0.00%,0.00%,114.95,90.71%,0.00%,9.23%,0.05%,0.00%,109.34,93.69%,0.00%,6.29%,0.02%,0.01%,106.32
633,Kyra,Kounouppa (Kournouppes),N,H,62.58,33.03953987,35.21607387,7.54%,0.00%,0.00%,0.00%,92.46%,7.54,58.10%,0.00%,6.49%,4.21%,31.20%,83.71,79.12%,0.00%,6.46%,1.48%,12.94%,96.48
631,Kyra,Ayios Yeorgios (Kambin tou Ayiou Yeorgiou),N,H,100.85,33.07508965,35.22554035,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.49%,0.00%,0.51%,0.00%,0.00%,100.51,97.96%,0.00%,2.04%,0.00%,0.00%,102.04
630,Kyra,,T,H-R,181.54,33.06207608,35.20299529,13.11%,0.00%,30.60%,47.27%,9.02%,216.11,40.44%,0.00%,23.38%,30.26%,5.92%,177.98,59.41%,0.00%,20.05%,17.01%,3.54%,150.52
635,Lefka,Haїt-lik,T,H-R,230.16,32.84787313,35.11054784,1.41%,0.00%,28.84%,69.67%,0.08%,268.10,16.14%,0.00%,27.54%,52.08%,4.25%,227.45,23.31%,0.00%,27.23%,39.05%,10.41%,194.92
655,Louroutzina,Kokkinokremmos (Kokkinokafkalla),N,H,8.94,33.46498785,35.0246796,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,5.04%,0.00%,94.96%,10.09,0.00%,0.00%,7.81%,0.37%,91.83%,16.72
660,Margi,Ayia Thekli,N,H,81.36,33.32738997,35.02310856,37.22%,0.00%,21.90%,19.74%,21.13%,140.26,16.79%,0.00%,16.58%,6.21%,60.42%,68.57,9.97%,0.00%,9.40%,2.16%,78.47%,35.25
662,Mitsero,,T,H,177.91,33.12738259,35.04175402,0.00%,0.00%,33.34%,60.33%,6.32%,247.69,2.32%,0.00%,24.88%,38.76%,34.03%,168.38,8.93%,0.00%,20.23%,22.75%,48.09%,117.65
666,Morfou,Ambelia,N,H,107.82,32.99562122,35.2513209,91.62%,0.00%,7.62%,0.00%,0.76%,106.87,90.05%,0.00%,9.79%,0.00%,0.16%,109.63,86.16%,0.00%,10.41%,0.00%,3.44%,106.97
667,Morfou,Ambelia,N,H,107.82,32.99562122,35.2513209,91.62%,0.00%,7.62%,0.00%,0.76%,106.87,90.05%,0.00%,9.79%,0.00%,0.16%,109.63,86.16%,0.00%,10.41%,0.00%,3.44%,106.97
665,Morfou,Σπήλιοι,N,H,105.75,32.99698583,35.24762728,97.74%,0.00%,2.26%,0.00%,0.00%,102.26,94.67%,0.00%,5.24%,0.00%,0.09%,105.15,89.96%,0.00%,9.77%,0.12%,0.15%,109.85
669,Morfou,Iatrou,N,H,106.65,33.03246569,35.21774439,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,89.38%,0.00%,9.54%,0.97%,0.12%,111.36,80.38%,0.00%,11.57%,1.69%,6.36%,108.59
664,Morfou,Toumpa tou Skourou (?),N,R,113.48,33.00065595,35.22310083,80.21%,0.00%,19.68%,0.11%,0.00%,119.91,79.76%,3.10%,14.85%,0.30%,1.99%,110.36,83.19%,1.08%,13.03%,0.31%,2.40%,110.17
668,Morfou,Ambelia (Kallinikos),N,H,111.26,32.99507971,35.21053132,96.98%,0.00%,2.14%,0.40%,0.47%,102.47,76.91%,0.00%,14.74%,1.73%,6.62%,111.57,72.22%,0.00%,16.14%,5.07%,6.56%,119.73
673,Orounta,Kserolakkos,T,R,89.59,33.09700332,35.10272127,37.38%,0.00%,10.43%,3.85%,48.34%,69.78,26.24%,0.00%,14.93%,17.34%,41.49%,108.12,28.46%,0.00%,12.83%,12.25%,46.46%,90.88
674,Orounta,Kserolakkos,T,R,89.59,33.09700332,35.10272127,37.38%,0.00%,10.43%,3.85%,48.34%,69.78,26.24%,0.00%,14.93%,17.34%,41.49%,108.12,28.46%,0.00%,12.83%,12.25%,46.46%,90.88
675,Pentayia,Myloi,N,R,118.00,32.88324149,35.14756288,88.85%,0.00%,8.80%,0.00%,2.35%,106.46,68.45%,0.00%,19.52%,3.78%,8.25%,118.83,67.99%,0.00%,19.72%,7.09%,5.20%,128.70
676,Pentayia,Myloi,N,R,118.00,32.88324149,35.14756288,88.85%,0.00%,8.80%,0.00%,2.35%,106.46,68.45%,0.00%,19.52%,3.78%,8.25%,118.83,67.99%,0.00%,19.72%,7.09%,5.20%,128.70
677,Peristerona,Aspoyeia,T,R,126.72,33.08192952,35.12753919,8.69%,0.00%,10.97%,3.07%,77.27%,39.84,19.46%,0.00%,24.68%,36.61%,19.24%,178.67,33.94%,0.00%,22.23%,27.75%,16.08%,161.66
678,Peristeronari,,N,R,116.38,32.86216827,35.13524471,48.51%,0.00%,38.75%,0.00%,12.74%,126.01,55.46%,0.00%,24.68%,3.10%,16.76%,114.12,61.49%,0.00%,20.46%,2.20%,15.86%,109.00
583,Fillia,Agriogadaros (Arkogadaros),N,H,104.51,33.10638755,35.19784191,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,93.06%,0.00%,6.13%,0.07%,0.74%,105.54,90.60%,0.00%,8.66%,0.03%,0.72%,107.99
566,Khrysiliou,Ayios Sergis,N,H,109.02,33.01497976,35.20968788,92.95%,0.00%,4.89%,0.00%,2.16%,102.74,80.76%,0.00%,15.61%,0.86%,2.77%,114.57,84.67%,0.00%,11.27%,0.84%,3.22%,109.74
567,Khrysiliou,Ayios Sergis,N,H,109.02,33.01497976,35.20968788,92.95%,0.00%,4.89%,0.00%,2.16%,102.74,80.76%,0.00%,15.61%,0.86%,2.77%,114.57,84.67%,0.00%,11.27%,0.84%,3.22%,109.74
703,Agios Dimitrianos,,N,R,127.91,32.55033601,34.9068008,0.00%,0.00%,37.57%,54.81%,7.61%,239.58,10.49%,0.00%,21.83%,10.59%,57.09%,85.91,11.37%,0.00%,17.67%,3.84%,67.12%,58.23
724,Arodhes,,N,R,73.29,32.40533274,34.93877157,35.57%,0.00%,14.25%,0.62%,49.55%,65.95,8.43%,0.00%,18.07%,14.23%,59.27%,87.25,5.10%,0.00%,18.20%,8.39%,68.31%,66.67
757,Kathikas,Shiromas,T,H,88.62,32.42585399,34.91549783,0.00%,0.00%,30.07%,16.20%,53.73%,108.74,0.00%,0.00%,23.38%,12.13%,64.49%,83.16,5.50%,0.00%,20.19%,9.36%,64.96%,73.95
906,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
907,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
908,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
909,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
910,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
911,Poli Chrysochous,Kokkina,N,H-R,93.58,32.41117969,35.03077476,63.03%,0.00%,20.31%,0.40%,16.26%,104.86,31.13%,0.00%,18.04%,7.47%,43.36%,89.62,31.08%,0.00%,16.91%,7.12%,44.89%,86.26
937,Stroumbi,,N,R,130.89,32.4833329,34.8833339,31.77%,0.00%,38.68%,15.30%,14.25%,155.03,23.03%,0.00%,28.15%,20.50%,28.31%,140.84,21.80%,0.00%,22.06%,10.29%,45.84%,96.80
747,Fasoula,Melanouthkia,Ts,H (?),100.27,32.62959949,34.74495393,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.20%,0.00%,0.80%,0.00%,0.00%,100.80
726,Chloraka,Morozoes/Ellinospilioi,N,H,91.48,32.40089022,34.792547,0.08%,0.00%,16.20%,0.00%,83.72%,32.48,7.32%,0.00%,24.57%,20.67%,47.44%,118.47,6.22%,0.00%,26.82%,21.21%,45.74%,123.50
730,Chloraka,,N,H,248.73,32.40858398,34.80127337,0.00%,0.00%,35.29%,64.71%,0.00%,264.71,0.00%,0.00%,30.04%,65.80%,4.16%,257.48,0.39%,0.00%,29.15%,55.11%,15.35%,224.01
732,Choli,,T,H,45.24,32.44542934,34.97949192,0.00%,0.00%,15.63%,1.52%,82.85%,35.81,0.00%,0.00%,23.19%,2.99%,73.82%,55.35,3.67%,0.00%,16.57%,2.58%,77.18%,44.55
234,Kormakitis,Patsallies,N,H,105.48,33.0001346,35.33200581,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,91.82%,0.00%,8.17%,0.01%,0.00%,108.19,91.89%,0.00%,7.97%,0.14%,0.00%,108.25
392,Akrotiri,,Ν,H-R,11.92,32.95832842,34.56850447,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,15.31%,0.00%,1.91%,0.00%,82.78%,19.13,10.53%,0.00%,3.05%,0.00%,86.42%,16.63
408,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
409,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
410,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
411,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
412,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
413,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
414,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
415,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
416,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
417,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
418,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
419,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
420,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
421,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
422,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
423,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
424,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
425,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
426,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
427,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
428,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
429,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
430,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
431,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
432,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
433,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
434,Episkopi,Ayios Ermoyenis,Τ,H-R,60.23,32.89065447,34.66439692,0.00%,0.00%,23.78%,0.00%,76.22%,47.57,22.79%,9.91%,19.76%,0.27%,47.28%,63.11,40.97%,10.85%,14.34%,0.12%,33.72%,70.01
